Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Previous_owners,Condition,Central_locking,Alarm,Radio,Sunroof,Magnesium_wheels,Leather_seats,Airbag,For_sale,For_exchange
Citroen,2016,145000,رمادي,1,خصوصي,1,2,1,1600,3,7,1,2,1,1,0,0,0,1,0,0,1,0
Mercedes,1999,50000,أبيض,0,تجاري,1,0,1,1234,3,3,1,2,0,0,0,0,0,0,0,0,1,0
Volkswagen,1993,40000,أبيض,1,خصوصي,1,0,0,1800,0,5,0,2,1,0,0,1,0,1,1,1,1,0
Fiat,1983,6000,أحمر,1,خصوصي,1,0,0,900,3,5,0,2,0,0,0,0,0,0,0,0,1,1
Volkswagen,2002,45000,أبيض,0,عمومي,1,0,1,2500,3,5,1,2,1,0,0,1,0,1,1,1,1,0
Opel,2003,27500,أبيض,0,خصوصي,1,0,1,2000,3,5,0,2,1,1,0,1,0,1,0,1,1,0
Kia,2011,85000,سكني,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,0,1,0,1,0,1,1,0
Citroen,2013,50000,أزرق,1,خصوصي,1,1,1,1600,3,5,0,1,1,1,0,1,0,1,0,1,1,0
Hyundai,2005,32000,سكني,1,عمومي,1,2,1,1600,2,5,0,2,0,1,1,1,0,0,0,1,1,1
Kia,2015,46999,أبيض,1,خصوصي,1,2,1,1000,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Skoda,2012,50000,أسود ميتالك,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,0,1,0,0,0,1,1,1
Hyundai,2015,115000,أبيض,0,خصوصي,1,2,1,2000,4,5,0,0,1,1,1,1,0,1,1,1,1,1
Volkswagen,2014,66000,فيراني,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2013,117500,أبيض,0,خصوصي,1,2,1,2200,3,7,1,3,1,1,1,1,0,1,1,1,1,1
Volkswagen,2011,90000,أبيض,1,خصوصي,1,2,1,1800,2,5,1,5,1,1,0,1,0,1,1,1,1,1
Kia,2016,45000,فيراني,1,خصوصي,1,0,1,1000,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2008,40000,أسود ميتالك,1,خصوصي,1,0,1,1400,1,5,1,4,1,1,0,0,0,1,1,1,1,0
Kia,2007,32000,أبيض,0,عمومي,1,0,1,1600,3,5,1,2,1,1,1,0,0,1,0,1,1,0
Honda,2008,40000,أبيض عاجي,1,خصوصي,1,2,1,1800,3,5,1,0,1,1,1,1,0,1,1,1,1,0
Hyundai,2006,46000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,1,1,1,1,0,0,0,0,0,0,1,1
Hyundai,2007,63000,خمري,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,1
Peugeot,1998,24000,أبيض,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,1,0,0,1,1,1
Hyundai,2011,72000,فضي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,0,1,1,1,0
Peugeot,2008,37500,أسود,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Mercedes,2009,77000,أبيض عاجي,0,عمومي,1,2,1,2000,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2016,64000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,0,0,0,0,0,0,0,0,0,1,0
Kia,2015,78000,أبيض عاجي,1,خصوصي,1,2,1,1600,4,5,1,0,1,1,1,1,0,1,1,1,1,1
Kia,2016,80000,أسود,1,خصوصي,1,2,1,1400,4,5,1,0,1,1,1,1,1,1,1,1,1,1
Peugeot,2012,64000,أبيض,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,1,1,1,1,1,0
Seat,2017,125000,أبيض عاجي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,0,1,1,1,1,1,1,0
Honda,2010,80000,أبيض,1,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,1999,40000,أبيض عاجي,0,عمومي,1,0,1,2500,3,8,1,2,1,1,1,1,0,1,1,1,1,1
Hyundai,2016,64900,فضي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Hyundai,2014,65000,فيراني,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Volkswagen,2001,54000,أبيض عاجي,0,تجاري,1,0,1,2500,3,7,0,5,0,0,1,0,1,0,0,0,1,0
Opel,2009,48200,فيراني,1,خصوصي,1,2,1,1800,2,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2008,60000,فضي,0,عمومي,1,0,1,1900,4,5,1,5,1,1,1,1,0,1,1,1,1,0
Peugeot,2011,47000,أبيض,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,0,1,0
BMW,1992,35000,رمادي,1,خصوصي,1,2,1,2000,4,5,1,6,1,1,0,1,0,1,1,0,1,1
Mercedes,1992,55000,أبيض,0,تجاري,1,0,0,1600,4,5,0,2,0,0,0,1,0,0,0,0,1,1
Hyundai,2007,37000,سكني,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,1,0,1,0
Audi,1999,25000,أبيض,1,خصوصي,1,2,1,1800,4,5,1,2,1,0,0,0,0,1,1,0,1,0
Fiat,1983,5000,أزرق,1,خصوصي,1,0,0,900,3,5,0,2,0,1,1,1,0,0,0,0,1,0
Kia,2015,78000,أسود,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,0,1,1
Hyundai,2016,64000,فضي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Ford,2014,46000,أسود,1,خصوصي,1,0,1,1250,4,5,0,1,1,1,0,1,0,0,0,1,1,0
Skoda,2014,79900,فضي,0,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Opel,1983,12000,أبيض,1,خصوصي,1,0,0,1300,3,5,1,2,0,0,0,1,0,1,0,0,1,0
Hyundai,2017,76900,بيج,1,خصوصي,1,2,1,1600,4,5,0,0,1,1,0,1,1,1,0,0,1,0
Hyundai,2006,65000,سكني,0,خصوصي,1,2,1,3000,4,7,0,0,0,0,0,0,0,0,0,0,1,0
Kia,2015,65000,أسود,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,1,1,1,1,1
Skoda,2015,82000,سكني,0,خصوصي,1,0,1,1600,3,5,0,0,1,1,1,1,0,0,0,1,1,0
Skoda,2016,11500,أزرق,0,خصوصي,1,2,1,1600,3,5,1,1,1,1,1,0,1,0,1,0,1,0
Mitsubishi,2010,125000,أسود ميتالك,0,خصوصي,1,0,1,2500,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2011,66000,أزرق,0,عمومي,1,0,1,1600,0,5,1,1,1,1,1,1,0,1,1,1,1,1
Mercedes,1992,45000,أسود,1,خصوصي,1,2,1,2300,3,5,1,1,1,1,1,1,1,1,0,0,1,0
Kia,2015,95000,سكني,1,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,0,1,1,1,1,1,0
Volkswagen,2016,102000,أبيض,0,خصوصي,1,0,1,2000,3,7,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2016,50000,أبيض,1,خصوصي,1,2,1,1000,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Opel,2014,60000,فيراني,1,خصوصي,1,0,1,1400,3,6,1,1,1,1,1,1,0,1,1,1,1,1
Volkswagen,2015,58000,فضي,1,خصوصي,1,0,1,1200,3,5,1,1,1,1,0,1,0,1,0,1,1,0
Volkswagen,2008,62000,رمادي,1,خصوصي,1,0,1,1600,2,5,1,4,1,1,0,1,0,1,0,1,1,1
Volkswagen,2008,50000,أبيض,0,عمومي,1,0,1,1900,1,5,0,3,1,1,1,1,0,1,0,1,1,1
Hyundai,2016,59500,أبيض,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Nissan,2012,68000,أسود,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Skoda,2014,67000,كحلي,0,خصوصي,1,0,1,1600,2,5,0,1,1,1,1,1,0,1,0,1,1,0
Seat,2013,46000,أزرق سماوي,1,خصوصي,1,0,1,1200,3,5,1,1,1,1,1,1,0,1,0,1,1,1
Kia,2009,45000,أبيض,0,عمومي,1,2,1,2000,0,5,0,2,1,1,0,1,1,1,0,0,1,1
Ford,2003,52000,أبيض,0,عمومي,1,0,1,2000,4,10,1,4,0,0,0,0,0,0,0,0,1,0
Kia,2016,50000,فضي,1,خصوصي,1,2,1,1000,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Skoda,2015,80000,أزرق,0,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Daewoo,1997,23000,بترولي,1,خصوصي,1,0,1,1500,2,5,0,4,1,0,0,1,0,0,0,0,1,0
Ford,2012,37000,أزرق,1,تأجير,1,0,1,1250,2,5,1,2,1,1,1,1,0,1,1,1,1,1
Seat,2014,55000,رصاصي,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Mercedes,2008,93200,أبيض,0,تجاري,1,0,1,2300,4,7,1,2,1,1,0,1,0,0,1,1,1,0
Skoda,2016,85000,أبيض,0,خصوصي,1,2,1,1400,2,5,0,1,1,1,0,1,0,1,0,1,1,0
Daewoo,2001,24000,أبيض,0,تأجير,1,0,0,1500,3,5,1,2,1,0,1,1,0,0,0,1,1,1
Mercedes,2002,50000,أبيض,0,عمومي,1,2,1,2700,0,5,1,4,1,1,1,1,0,1,1,1,1,0
Subaru,1986,20000,أبيض,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2011,55000,بيج,1,خصوصي,1,2,1,1600,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Skoda,2015,100000,رمادي,1,خصوصي,1,1,1,1400,3,5,0,2,1,1,0,0,0,1,0,1,1,0
Hyundai,2016,140000,رصاصي,0,خصوصي,1,2,1,2000,3,7,0,0,1,1,1,1,1,0,1,1,1,0
Seat,2016,80000,أبيض,1,خصوصي,1,0,1,1200,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Ford,2015,53000,أبيض عاجي,1,خصوصي,1,0,1,1250,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Isuzu,1998,49000,فيراني,0,خصوصي,1,0,0,3100,0,5,0,2,0,0,0,0,0,0,0,0,1,1
Volkswagen,2013,85000,أسود ميتالك,0,خصوصي,1,2,1,1600,2,7,0,1,1,1,0,1,0,0,0,1,1,0
Volkswagen,2002,50000,كحلي,1,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,1,1,0,1,1,0
BMW,1989,15000,أبيض عاجي,1,خصوصي,1,0,1,1600,0,5,1,10,0,0,0,0,1,0,0,0,1,1
Kia,2015,46000,فيراني,1,خصوصي,1,2,1,1000,3,5,0,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2006,40000,رمادي,1,خصوصي,1,2,1,1600,4,5,0,2,1,0,1,1,0,1,0,0,1,0
Hyundai,2013,80000,فضي,0,خصوصي,1,2,1,2000,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Opel,1988,14000,خمري,1,خصوصي,1,0,0,1600,4,5,1,0,0,1,0,1,0,1,0,0,1,1
Kia,2008,42000,أبيض,1,خصوصي,1,2,1,1600,2,5,1,2,1,1,0,1,0,1,0,1,1,0
Hyundai,2016,102000,خمري,2,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,0,1,1,1,1,1
Seat,1988,14000,أزرق,1,خصوصي,1,0,0,1500,3,5,0,0,0,1,0,1,1,1,0,0,1,0
Hyundai,2011,75000,فضي,0,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,1999,3300,أسود ميتالك,1,خصوصي,0,0,1,1600,3,5,0,3,1,1,1,1,0,1,0,1,1,0
Daewoo,1995,20000,أخضر,1,حكومي,1,0,1,1500,3,5,0,2,0,0,0,1,0,0,0,0,1,1
Skoda,2003,37000,أبيض عاجي,0,عمومي,1,0,1,2000,0,5,0,5,1,1,1,1,0,0,0,1,1,1
Mercedes,2009,70000,أبيض,0,عمومي,1,2,1,2200,3,5,0,3,1,1,0,1,0,1,1,1,1,1
Hyundai,2008,36000,رمادي,1,تأجير,1,2,1,1500,4,5,1,3,1,1,1,1,0,1,1,1,1,0
Kia,2016,93000,فيراني,1,خصوصي,1,1,1,2000,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Skoda,2015,88000,فضي,0,خصوصي,1,0,1,1600,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Kia,2012,40000,أسود,1,تأجير,1,2,1,1600,1,5,0,2,1,1,1,1,0,1,0,1,1,1
Bus,1987,32000,أبيض,0,عمومي,1,0,0,2400,3,8,0,2,0,0,0,0,0,0,1,0,1,0
Volkswagen,2001,25000,فضي,0,عمومي,1,0,0,1900,3,5,1,2,0,0,0,0,0,0,0,0,1,0
Land Rover,1998,40000,أخضر,0,حكومي,1,0,1,2500,3,7,1,2,1,0,0,0,0,1,0,0,1,0
Chevrolet,2000,18000,أزرق,1,خصوصي,1,2,1,2200,3,5,0,2,1,1,1,0,0,1,0,0,1,0
Hyundai,2016,71000,فضي,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Kia,2012,95000,أبيض,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Kia,2014,62000,أحمر,0,خصوصي,1,0,1,1400,3,5,1,2,1,1,0,1,0,1,1,1,1,0
Mitsubishi,1997,36000,أبيض,1,خصوصي,1,0,1,1600,4,5,1,3,1,1,1,1,0,1,1,1,1,1
Skoda,2012,110000,أبيض عاجي,0,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,0,1,1,1,1,0
Opel,1982,17000,أزرق,1,خصوصي,1,0,0,1300,3,5,0,2,1,0,1,1,0,1,0,0,1,1
Skoda,2011,44000,أبيض,0,عمومي,1,0,1,1600,0,5,0,2,1,1,0,1,0,1,0,1,1,1
Chevrolet,2007,120000,فضي,1,خصوصي,1,2,1,3000,2,5,0,2,1,1,1,1,1,1,1,1,1,1
Hyundai,2013,82500,فضي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Ford,2012,58000,رمادي,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Chevrolet,2009,80000,أسود,0,خصوصي,1,2,1,2000,3,7,0,1,1,1,1,1,1,1,1,1,1,0
Iveco,2007,50000,أبيض عاجي,0,تجاري,1,0,1,3000,1,3,1,1,1,0,0,1,0,0,0,0,1,0
Audi,1997,21000,أبيض عاجي,1,حكومي,1,2,1,1800,3,5,1,5,1,1,0,1,1,1,0,1,1,0
Hyundai,2013,60000,فضي,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,0,1,0,1,1,1,1,0
Opel,2013,52000,أحمر,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Hyundai,2013,58000,فضي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,0,0,1,1,1,1,1
Volkswagen,1983,30000,سكني,0,خصوصي,1,0,0,1900,3,7,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2011,56500,أسود,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,0,1,1,1,0,1,1,0
Mitsubishi,2005,55000,أبيض عاجي,1,خصوصي,1,2,1,2300,3,5,0,2,1,1,1,1,0,1,1,1,0,1
Opel,2016,67000,عدة الوان,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,1,0,1,1,0
Chevrolet,2009,27000,أزرق,1,تأجير,1,2,1,1400,3,5,0,2,0,0,0,1,0,0,0,1,1,1
Hyundai,2013,59000,فضي,0,خصوصي,1,2,1,1600,3,5,1,1,1,1,1,1,0,0,1,0,1,0
Volkswagen,2015,115000,فضي,1,خصوصي,1,2,1,1400,4,5,0,3,1,1,1,1,1,1,0,1,1,1
Mitsubishi,2012,155000,أبيض,0,خصوصي,1,0,0,2400,3,5,1,0,0,0,0,0,0,1,0,0,1,0
Volkswagen,2002,33500,كحلي,1,خصوصي,1,2,1,2000,2,5,0,2,1,1,0,1,0,0,0,1,1,0
Volkswagen,2000,38000,أبيض عاجي,1,خصوصي,1,0,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Chevrolet,1995,18000,أزرق,1,خصوصي,1,2,1,2200,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2011,30000,أسود,1,تأجير,1,0,1,1400,4,5,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,2006,34000,أبيض,1,خصوصي,1,0,1,1400,3,5,1,3,1,1,1,1,0,0,0,1,1,1
Skoda,2017,108000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,0,1,0,1,1,0
BMW,1988,50000,أحمر,1,خصوصي,1,0,1,2500,4,5,1,3,1,1,1,1,1,1,1,1,1,1
Daewoo,1999,23000,أبيض,1,خصوصي,1,0,0,1400,3,5,1,3,0,1,1,0,0,0,0,1,1,0
Fiat,2010,37000,فيراني,1,خصوصي,1,0,1,1250,3,5,0,3,1,1,1,1,0,1,1,1,1,0
Hyundai,2006,43000,فضي,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Mercedes,1991,20000,أبيض,0,عمومي,1,0,1,2500,3,8,0,6,0,0,0,1,0,1,1,0,1,1
Opel,2005,41000,أزرق سماوي,1,خصوصي,1,0,1,1600,2,5,1,5,1,1,0,1,0,1,0,1,1,1
Kia,2011,80000,فضي,0,خصوصي,1,2,1,2000,0,5,0,2,1,1,1,1,0,0,0,1,1,0
Skoda,2014,70000,أبيض,0,خصوصي,1,2,1,1600,3,5,1,1,1,1,0,1,0,1,0,1,1,0
Volkswagen,2010,83999,أسود,1,خصوصي,1,0,1,2000,3,5,0,4,1,1,1,1,1,1,1,1,1,1
Volkswagen,2008,36000,فضي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Volkswagen,2012,58000,رمادي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,0,0,1,1
Kia,2007,50000,أبيض,0,تدريب سياقة,1,0,1,1600,2,5,0,3,1,1,1,1,0,1,1,1,1,1
Peugeot,1997,26000,أبيض,1,حكومي,1,0,1,1600,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Hyundai,2014,90000,فيراني,0,خصوصي,1,1,1,2000,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Skoda,2010,50000,أبيض عاجي,0,عمومي,1,0,1,1900,0,5,1,4,1,1,0,1,1,0,0,1,1,0
Audi,1989,16000,رمادي,1,خصوصي,1,0,0,1600,4,5,0,3,0,0,0,1,0,1,0,1,1,1
Chevrolet,2012,90000,أسود,1,حكومي,1,2,1,2800,3,7,1,1,1,0,1,1,1,1,1,1,1,1
Skoda,2015,115000,أبيض,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,0,1,1,1,1,1,1,0
Hyundai,2006,55000,فضي,0,خصوصي,1,2,1,2200,3,7,1,2,1,1,0,1,0,1,1,1,1,0
Kia,2011,44999,رمادي,1,تأجير,1,1,1,1600,3,5,0,2,1,1,0,0,0,1,0,0,1,1
BMW,1990,29000,أبيض عاجي,1,خصوصي,1,0,1,1600,2,5,1,3,0,0,0,1,1,1,1,0,1,1
Opel,1982,12000,أبيض,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,1,0,1,0,0,1,0
Chevrolet,2010,39500,أسود ميتالك,1,خصوصي,1,2,1,1400,3,5,1,3,1,1,1,1,0,0,1,1,1,1
Seat,2003,30000,أبيض عاجي,0,تدريب سياقة,1,0,1,1900,4,5,1,3,1,1,1,1,0,1,1,1,1,1
Chevrolet,2006,28000,فضي,1,تأجير,1,0,1,1400,2,5,0,2,1,1,1,0,0,0,0,1,1,0
Opel,2009,33000,فضي,1,خصوصي,1,0,1,1400,3,5,0,3,1,1,0,1,0,1,0,1,1,1
Kia,2015,63500,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Kia,2015,63000,أبيض,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,1,1,1,1,0
Opel,2014,50000,بترولي,1,خصوصي,1,0,1,1400,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Volkswagen,1986,35000,أبيض عاجي,0,تجاري,1,0,0,1600,3,7,1,8,1,0,0,1,0,0,1,0,1,0
Volkswagen,2016,120000,خمري,0,خصوصي,1,0,1,2000,3,7,0,1,1,1,1,1,0,1,0,1,1,0
Volkswagen,2013,97000,فضي,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Kia,2012,42000,أبيض عاجي,0,عمومي,1,0,1,1400,4,5,1,2,1,1,1,1,0,0,0,1,1,0
Citroen,2014,52000,ذهبي,1,خصوصي,1,0,1,1200,3,5,1,1,1,1,0,1,0,0,0,1,1,0
Volkswagen,2014,145000,أسود ميتالك,0,خصوصي,1,0,1,2000,3,9,0,1,1,1,1,1,1,1,1,1,1,0
Hyundai,2013,89000,سكني,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,0,1,1,1,1,0
Skoda,2005,45000,أبيض,0,عمومي,1,0,1,1900,3,5,0,2,1,0,0,1,0,0,0,1,1,0
Kia,2012,27000,أصفر,0,عمومي,1,0,1,1400,3,5,0,2,1,1,0,1,0,1,0,1,1,0
Hyundai,2005,38000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,1,3,0,0,0,0,0,0,0,0,1,1
Hyundai,2006,58000,سكني,0,خصوصي,1,2,1,2900,4,7,0,0,1,1,1,1,1,1,1,1,1,1
Volkswagen,2008,60000,رمادي,1,خصوصي,1,0,1,1600,2,5,1,3,1,1,0,1,0,1,0,0,1,1
Ford,1999,19500,أبيض عاجي,1,حكومي,1,0,1,1600,3,5,0,2,0,0,0,1,1,1,1,0,1,0
Kia,2014,105000,فضي,0,خصوصي,1,2,1,2200,3,5,0,1,0,0,1,0,0,0,1,0,1,0
Skoda,2000,25000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,0,2,0,1,0,1,0,1,0,0,1,0
Hyundai,2005,20000,أبيض,0,عمومي,1,0,1,1900,4,8,0,1,0,0,0,0,0,0,0,0,1,0
Nissan,2000,53000,خمري,0,خصوصي,1,0,1,2700,4,7,0,4,1,1,1,1,1,1,1,1,1,0
Kia,2009,62000,خمري,1,خصوصي,1,1,1,1600,3,5,1,3,1,0,1,1,0,1,1,1,1,0
Volkswagen,2000,24000,أبيض,0,عمومي,1,0,1,1900,3,5,0,2,0,1,1,1,0,0,0,1,1,1
Skoda,2016,117000,بترولي,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,0,1,0,1,1,0
Volkswagen,1997,28000,فضي,1,حكومي,1,2,1,1600,2,5,1,6,1,1,1,1,0,1,0,1,1,1
Kia,2015,49900,سكني,1,خصوصي,1,2,1,1000,4,5,0,1,1,1,0,0,0,1,1,1,1,0
Peugeot,2010,38000,فضي,1,خصوصي,1,2,1,1400,3,5,0,3,1,1,1,1,0,1,0,1,1,1
Skoda,2015,89000,فضي,0,خصوصي,1,0,1,1600,3,5,0,1,1,1,0,1,0,1,1,1,1,0
Mercedes,2006,85000,أسود,1,خصوصي,1,2,1,1800,2,5,0,1,1,0,0,0,0,1,0,1,1,1
Opel,1984,8500,بني,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,0,0,1,0,0,1,0
Hyundai,2015,100000,فضي,0,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Daewoo,2000,15000,عدة الوان,1,خصوصي,1,0,0,900,4,5,0,2,1,0,0,1,0,0,0,0,1,0
Hyundai,2007,60000,أخضر,0,خصوصي,1,2,1,2000,3,8,1,2,0,1,1,1,1,0,1,0,1,0
Kia,2007,44000,أبيض عاجي,1,خصوصي,1,2,1,1600,2,5,1,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2015,68000,بني,1,خصوصي,1,2,1,1400,0,5,1,1,1,1,0,1,0,0,0,1,1,1
Seat,2001,23000,أزرق,0,عمومي,1,0,1,1900,2,5,0,3,1,1,0,1,1,0,0,1,1,0
Skoda,2010,55000,أبيض,0,عمومي,1,0,1,1900,0,5,1,3,1,1,1,1,0,1,0,1,1,1
Nissan,2015,95000,أبيض,1,تأجير,1,2,1,1600,3,5,1,1,1,1,0,1,0,1,1,1,1,1
Ford,2012,68000,فضي,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Peugeot,2005,31000,خمري,1,خصوصي,1,1,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Volkswagen,2016,115000,أبيض,0,خصوصي,1,0,1,2000,4,7,1,2,1,1,0,1,0,0,1,1,1,0
Hyundai,2008,61000,سكني,0,خصوصي,1,2,1,2000,2,5,0,4,1,1,0,1,1,1,0,1,1,0
Hyundai,2016,130000,أبيض,0,خصوصي,1,2,1,2000,4,7,0,0,1,1,1,1,1,1,1,1,1,0
Kia,2016,115000,بترولي,0,خصوصي,1,2,1,1700,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Hyundai,2016,57000,أزرق,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Mercedes,1992,25000,أسود,1,حكومي,1,2,1,2300,4,5,0,5,0,1,1,0,1,1,1,1,1,0
Kia,2011,100000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Kia,2007,42000,فضي,1,خصوصي,1,2,1,1600,2,5,0,2,1,1,0,1,0,1,1,1,1,0
Hyundai,2013,50000,فضي,1,خصوصي,1,0,1,1600,3,5,1,2,1,1,0,1,0,1,0,1,1,0
Kia,2007,65000,سكني,0,خصوصي,1,2,1,2500,3,7,1,2,1,1,1,1,1,1,1,1,1,1
Chevrolet,2009,37000,أبيض,1,خصوصي,1,2,1,1600,4,5,1,3,1,1,1,1,0,1,0,1,1,1
Hyundai,2015,70000,أبيض,1,خصوصي,1,2,1,1600,4,5,1,0,1,1,1,1,0,1,1,1,1,0
Volkswagen,2000,28000,أبيض عاجي,0,عمومي,1,0,0,1900,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Citroen,2014,80000,أحمر,0,خصوصي,1,2,1,1600,3,7,1,1,1,1,1,1,0,0,1,1,1,1
Kia,2003,26000,سكني,1,خصوصي,1,0,1,1400,2,5,1,3,1,1,1,1,0,1,1,1,1,1
Hyundai,2015,70000,فضي,0,خصوصي,1,2,1,1600,3,5,1,2,1,0,1,1,0,1,1,1,1,1
Honda,2009,60000,أسود,1,خصوصي,1,0,1,1600,3,5,0,2,1,0,1,1,1,1,1,0,1,0
Skoda,2010,55000,أحمر,1,خصوصي,1,2,1,1190,3,5,1,2,1,0,0,1,0,0,0,0,1,0
Hyundai,2008,123456,خمري,1,خصوصي,1,2,1,1600,3,5,1,3,1,1,1,1,1,1,1,1,1,0
Ford,2014,43500,فضي,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Opel,2013,46000,فيراني,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Seat,2005,30000,أبيض,0,عمومي,1,0,1,1900,3,5,0,2,1,1,1,1,0,0,1,1,1,0
