Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Previous_owners,Condition,Central_locking,Alarm,Radio,Sunroof,Magnesium_wheels,Leather_seats,Airbag,For_sale,For_exchange
Peugeot,2011,50000,أبيض,0,خصوصي,1,0,1,1600,3,5,0,1,1,1,0,1,0,1,0,1,1,0
Audi,2000,31000,أبيض,1,خصوصي,1,1,1,1800,2,5,1,4,1,1,1,1,1,1,1,1,1,1
Hyundai,2008,38500,كحلي,1,خصوصي,1,2,1,1600,3,5,1,7,1,1,1,1,0,1,1,1,1,0
Fiat,2008,45000,سكني,0,خصوصي,1,0,1,1300,3,5,1,2,1,1,0,1,0,1,1,0,1,0
Kia,2009,45000,رصاصي,1,خصوصي,1,2,1,1600,2,5,0,2,1,1,0,1,0,1,1,1,1,0
Volkswagen,2011,45000,فيراني,1,خصوصي,1,0,1,1400,2,5,1,2,1,1,1,1,0,1,0,1,1,0
Peugeot,2006,29500,فضي,1,خصوصي,1,2,1,1004,3,5,1,2,0,0,0,0,0,1,0,0,1,0
Volkswagen,1984,7000,كحلي,0,خصوصي,1,0,0,1900,3,8,0,2,0,0,0,0,0,0,0,0,1,0
Volkswagen,2010,65000,خمري,1,خصوصي,1,2,1,1400,2,7,0,3,0,1,0,0,1,1,0,1,1,0
Peugeot,2012,36000,ذهبي,1,خصوصي,1,2,1,1600,3,5,1,2,1,1,0,1,0,1,0,1,1,0
Hyundai,2013,50000,خمري,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Kia,2016,73000,أبيض عاجي,0,خصوصي,1,2,1,1600,3,5,0,0,1,1,1,1,0,1,0,1,1,0
Skoda,2017,78000,سكني,0,خصوصي,1,2,1,1400,4,5,1,2,1,1,1,1,0,1,0,1,1,1
Kia,2014,88000,فيراني,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Ford,2015,45000,أبيض,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,0,0,1,1,0
Hyundai,2014,50000,فضي,1,خصوصي,1,2,1,1400,3,5,0,3,0,0,0,0,0,0,0,0,1,0
Volkswagen,2017,62500,أسود ميتالك,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,1,1,0,1,0,1,1,1
BMW,1989,35000,فيراني,1,حكومي,1,0,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,1
Peugeot,1998,15000,أبيض,1,خصوصي,1,0,1,1800,3,5,0,4,0,0,1,1,0,1,0,0,1,0
Hyundai,2015,60000,أبيض,1,خصوصي,1,2,1,1400,3,5,1,1,1,1,0,1,0,1,1,1,1,0
Kia,2006,35000,فضي,1,خصوصي,1,2,1,1450,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Kia,2016,6500,أحمر,1,خصوصي,0,2,1,1200,0,5,0,1,0,0,0,0,0,0,0,0,1,0
Volkswagen,2008,45000,أبيض عاجي,0,عمومي,1,0,1,2500,3,8,1,1,1,1,1,1,0,1,1,1,1,1
Volkswagen,2012,45000,بني,1,خصوصي,1,0,1,1400,3,5,0,3,1,0,0,1,0,1,0,0,1,0
Hyundai,2013,50000,فضي,0,خصوصي,1,2,1,1600,3,5,1,2,1,1,0,0,0,1,1,1,1,1
Peugeot,2016,60000,أبيض,1,خصوصي,1,2,1,1600,4,5,0,2,1,0,1,1,0,0,0,1,1,0
Volkswagen,2016,85000,أبيض عاجي,0,خصوصي,1,0,1,2000,3,7,1,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,54000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2008,55000,رمادي,0,خصوصي,1,0,1,2000,0,7,0,2,1,0,0,1,0,0,0,0,1,1
Skoda,1997,13000,أبيض,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2015,56000,فضي,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,0,1,1,1,0
Kia,2013,90000,رمادي,0,خصوصي,1,2,1,2200,3,7,0,2,1,1,1,1,0,1,1,1,1,0
Opel,2013,39000,أبيض عاجي,1,خصوصي,1,0,1,1400,3,5,0,3,1,1,1,1,0,1,0,1,1,0
Skoda,2006,45000,أبيض عاجي,0,عمومي,1,0,1,1900,1,5,1,4,1,1,1,1,0,1,1,1,1,1
Volkswagen,2000,22000,أبيض,1,حكومي,1,0,1,1600,1,5,1,3,0,1,1,1,0,1,0,1,1,0
Skoda,2008,51000,جيشي,0,خصوصي,1,0,1,1900,2,5,0,1,1,1,0,1,0,0,0,1,1,1
Opel,2006,36000,ذهبي,1,خصوصي,1,2,1,1800,4,5,1,1,1,1,1,1,0,1,1,1,1,0
Opel,1999,23000,رمادي,1,خصوصي,1,0,0,1200,3,5,0,2,0,1,1,1,0,1,0,1,1,1
Mitsubishi,1999,55000,سكني,0,حكومي,1,0,1,2000,4,5,0,3,0,1,1,1,0,1,0,0,1,0
Hyundai,2001,13500,رصاصي,0,عمومي,1,0,1,2500,4,8,0,3,0,0,1,1,0,0,0,0,1,0
Daewoo,2002,26000,رصاصي,1,خصوصي,1,0,0,1500,4,5,1,0,0,1,1,1,0,1,0,0,1,1
Ford,2015,45000,سكني,1,خصوصي,1,0,1,1240,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Volkswagen,2011,70000,أسود ميتالك,1,خصوصي,1,0,1,1400,4,5,1,2,1,1,1,1,0,1,0,1,1,1
Kia,2010,35000,فضي,0,عمومي,1,0,1,1500,3,5,1,2,1,1,0,1,0,0,0,1,1,0
Volkswagen,2018,121000,رصاصي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Skoda,2011,53000,أبيض عاجي,0,عمومي,1,0,1,1900,0,5,0,2,0,0,0,0,0,0,0,0,1,0
Volkswagen,2011,72000,سكني,0,خصوصي,1,0,1,1600,4,7,1,2,1,1,0,1,0,1,0,1,1,1
Opel,2005,34000,فضي,1,خصوصي,1,0,1,1600,2,5,0,2,1,1,0,1,0,1,0,1,1,1
Volkswagen,2009,35000,أبيض,0,خصوصي,1,0,1,2500,4,11,0,3,1,1,1,1,0,0,0,1,1,0
Fiat,2008,25000,أزرق سماوي,0,خصوصي,1,0,1,1900,4,7,0,2,1,0,0,0,0,0,0,0,1,1
Peugeot,2016,70000,رصاصي,0,خصوصي,1,0,1,1600,4,5,1,1,1,1,1,1,0,0,0,1,1,0
Volkswagen,1997,15000,أحمر,1,خصوصي,1,0,0,1800,3,5,1,2,0,0,0,0,0,0,0,0,1,1
Peugeot,2015,65000,سكني,1,خصوصي,1,0,1,1600,2,5,1,0,1,1,1,1,0,1,0,1,1,1
Chevrolet,1997,20000,أزرق,1,خصوصي,1,2,1,2150,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Volkswagen,2013,80000,فيراني,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Kia,2018,54900,أبيض,1,خصوصي,1,2,1,1000,3,5,1,1,1,1,1,1,1,1,1,1,1,0
Kia,2008,45000,أبيض,1,خصوصي,1,2,1,1600,0,5,0,2,1,1,1,1,0,1,0,1,1,0
BMW,1985,25000,أزرق,1,خصوصي,1,0,0,1800,4,5,1,3,0,0,0,0,0,1,1,0,1,0
Kia,2016,90000,سكني,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Seat,2018,65000,أسود ميتالك,1,خصوصي,1,0,1,1000,3,5,1,0,1,1,0,1,0,1,0,1,1,1
Volkswagen,2017,58000,أبيض,1,خصوصي,1,0,1,1200,3,5,0,0,1,1,1,1,0,0,0,1,1,0
Seat,2016,66000,أسود ميتالك,1,خصوصي,1,0,1,1200,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Dacia,2016,70000,أبيض,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,0,0,0,1,0,1,1,0
Volkswagen,2004,40000,أبيض,0,تجاري,1,0,1,2500,2,5,1,1,1,1,1,1,0,0,0,0,1,1
Ford,2014,41000,بترولي,1,خصوصي,1,0,1,1250,4,5,0,2,1,1,1,1,0,0,1,1,1,1
Skoda,2012,50000,أبيض عاجي,0,عمومي,1,2,1,1600,0,5,0,5,1,1,1,1,0,1,0,1,1,0
Skoda,2006,40000,أبيض,0,عمومي,1,0,1,1900,1,5,1,4,1,1,1,1,0,1,1,1,1,1
Ford,2016,45000,ذهبي,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,0,0,1,0,1,1,0
Volkswagen,2001,40000,أبيض عاجي,0,عمومي,1,0,1,2500,3,8,1,2,0,0,0,1,0,0,1,0,1,0
Skoda,2016,80000,أسود,0,خصوصي,1,2,1,2000,1,5,0,2,1,1,1,1,0,1,1,1,1,1
Kia,2012,55000,أبيض,1,خصوصي,1,2,1,1600,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Ford,2015,43000,فضي,1,خصوصي,1,0,1,1240,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Iveco,2011,68000,أبيض,0,تجاري,1,0,1,3000,4,3,0,3,1,1,1,1,0,0,0,1,1,0
Hyundai,2007,45000,سكني,0,خصوصي,1,2,1,2000,2,5,0,3,1,1,1,1,1,1,1,1,1,0
Mercedes,2002,45000,أبيض,0,تجاري,1,1,1,2600,3,7,0,7,1,0,0,1,0,0,0,0,1,1
Kia,2016,114000,فيراني,0,خصوصي,1,2,1,2200,3,7,0,2,1,1,1,1,0,1,1,1,1,1
Kia,2017,62000,أبيض,1,خصوصي,1,2,1,1400,3,5,1,1,1,1,1,1,0,1,1,1,1,0
Kia,2015,65000,بيج,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,0,0,0,1,1,1,1
Kia,2017,39500,بيج,1,خصوصي,1,2,1,1000,3,5,0,1,1,1,1,1,0,0,1,1,1,0
Opel,2013,123400,كحلي,1,خصوصي,1,0,1,1400,4,5,1,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2004,40000,أزرق,1,خصوصي,1,2,1,2000,2,5,1,2,1,1,1,1,1,1,1,1,1,0
Volkswagen,2009,50000,أسود,1,خصوصي,1,0,1,1600,4,5,0,6,1,1,1,1,0,1,1,1,1,0
Skoda,2007,45000,أبيض عاجي,0,عمومي,1,2,1,2000,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Ford,2016,60000,أزرق,1,خصوصي,1,2,1,1500,3,5,1,0,1,1,1,1,0,1,0,1,1,1
Skoda,2013,45000,أبيض عاجي,1,خصوصي,1,0,1,1600,3,5,0,2,0,0,0,1,0,1,0,0,1,1
Kia,2007,37000,فضي,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Volkswagen,1997,20000,أبيض,1,حكومي,1,0,1,1600,4,5,0,4,1,1,0,1,0,1,0,1,1,0
Skoda,2001,33000,أبيض عاجي,0,عمومي,1,0,1,1900,3,5,1,2,1,0,1,1,0,1,0,1,1,1
Opel,1999,30000,فضي,1,خصوصي,1,0,0,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Citroen,2008,45000,فيراني,0,خصوصي,1,0,1,1900,3,5,0,3,1,1,1,1,0,0,0,1,1,0
Mercedes,2008,95000,أبيض,0,تجاري,1,0,1,3000,4,3,0,0,1,0,1,1,0,1,0,1,1,0
Hyundai,2014,63000,رمادي,0,خصوصي,1,2,1,1600,4,5,0,2,1,1,0,1,0,0,0,1,1,0
Seat,2008,29000,أبيض عاجي,0,عمومي,1,0,1,1900,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2017,92000,فيراني,2,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Opel,1983,9000,بيج,1,خصوصي,1,0,0,1300,3,5,1,3,0,0,1,1,0,1,0,0,1,1
Citroen,2018,62000,أبيض عاجي,1,خصوصي,1,0,1,1000,4,5,0,0,1,1,1,0,0,0,0,1,1,0
Skoda,2013,70000,أسود ميتالك,0,خصوصي,1,0,1,1600,2,5,1,2,1,1,0,1,0,1,0,1,1,0
Renault,2010,42000,فضي,0,خصوصي,1,0,1,1500,3,5,1,3,1,1,1,1,0,0,1,1,1,1
Hyundai,2007,28000,أسود,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,0,1,1,1,0,1,1,0
Seat,2006,35000,فيراني,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Mitsubishi,2011,55000,خمري,1,خصوصي,1,2,1,1500,3,5,1,1,1,1,1,1,0,1,1,1,1,1
Peugeot,1999,23000,أحمر,1,خصوصي,1,2,1,2000,4,5,1,4,1,1,1,1,1,1,0,0,1,1
Skoda,2010,52000,أبيض,0,عمومي,1,0,1,1900,3,5,1,2,1,1,0,1,0,0,1,1,1,1
Seat,2017,58000,فيراني,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Hyundai,2007,34500,أزرق سماوي,1,خصوصي,1,2,1,1600,2,5,0,5,1,1,1,1,0,1,0,1,1,1
Kia,2016,39000,فيراني,1,خصوصي,1,2,1,1000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Peugeot,2000,22000,أبيض,0,عمومي,1,0,1,1900,4,5,0,4,1,1,1,1,0,1,1,1,1,0
Hyundai,2007,35000,رصاصي,1,خصوصي,1,2,1,1600,2,5,1,2,1,1,1,0,0,1,0,1,1,1
Mercedes,2013,90000,أسود ميتالك,0,خصوصي,1,2,1,1800,3,5,0,1,1,1,1,1,1,1,1,1,1,1
BMW,1986,13000,زيتي,1,خصوصي,1,0,1,1800,3,5,0,2,0,0,0,0,0,0,0,0,1,1
Kia,2006,35000,فضي,1,خصوصي,1,2,1,1600,1,5,0,2,1,1,0,1,0,1,0,1,1,0
Mercedes,2002,52000,أبيض,0,عمومي,1,2,1,2700,4,6,1,3,1,1,1,1,1,1,1,1,1,0
Skoda,2015,66000,أبيض عاجي,0,عمومي,1,2,1,2000,0,5,1,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2013,65000,أبيض,0,تجاري,1,0,1,3000,0,3,1,1,0,0,0,0,0,0,0,0,1,1
Ford,1987,12000,أبيض,0,عمومي,1,0,0,1600,3,8,0,2,0,0,0,0,0,0,0,0,1,0
Skoda,2013,68000,أسود,0,خصوصي,1,0,1,1600,4,5,0,1,1,1,1,1,1,1,1,1,1,0
Subaru,1991,14000,أزرق سماوي,1,خصوصي,1,0,0,1800,2,5,0,7,0,0,0,0,0,1,0,1,1,1
Seat,2017,68000,فيراني,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,0,0,1,1
Volkswagen,2015,49000,أسود ميتالك,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,0,0,1,0,1,1,0
Hyundai,2006,32000,ذهبي,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Renault,1986,7500,أبيض,1,خصوصي,1,0,0,1400,4,5,0,0,0,0,0,1,0,1,0,0,1,1
Seat,2012,46000,أبيض عاجي,1,خصوصي,1,0,1,1200,4,5,0,5,1,1,1,1,0,1,1,1,1,1
Volkswagen,2016,72000,أزرق,0,خصوصي,1,0,1,2000,3,5,0,5,1,1,1,1,0,1,0,1,1,1
Volkswagen,2009,55000,أبيض,0,خصوصي,1,0,1,1900,3,7,0,2,1,1,0,1,0,1,0,0,1,0
Volkswagen,2013,75000,فضي,0,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,0,0,1,1,1,1,1
Mercedes,1992,30000,أسود ميتالك,1,خصوصي,1,0,1,2000,3,5,0,3,1,1,0,1,1,1,1,0,1,0
Seat,2012,39000,سكني,1,خصوصي,1,0,1,1400,3,5,1,3,1,1,1,1,1,1,1,1,1,0
Fiat,1989,13000,أزرق سماوي,1,خصوصي,1,0,1,1100,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Truck,2001,37000,أبيض,0,خصوصي,0,0,1,3000,4,5,1,0,0,0,0,0,0,0,0,0,1,0
Kia,2014,50000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Volkswagen,2013,65000,سكني,0,خصوصي,1,0,1,1600,2,5,0,3,1,1,1,1,0,1,0,1,1,0
Seat,2002,16500,أبيض,0,عمومي,1,0,1,1900,3,5,0,4,1,1,1,1,0,1,1,1,1,0
Kia,2016,115000,فضي,0,خصوصي,1,2,1,2200,3,7,0,1,1,1,1,1,0,1,1,1,1,0
Hyundai,2018,63999,ذهبي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Volkswagen,2016,95000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Volkswagen,2014,125000,أسود,0,خصوصي,1,0,1,2000,3,10,0,1,1,1,1,1,0,0,1,1,1,0
Seat,2018,71000,بترولي,1,خصوصي,1,0,1,1200,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Skoda,2019,96000,سكني,0,خصوصي,1,0,1,2000,3,5,0,2,1,1,0,0,0,1,1,1,1,0
Peugeot,2013,71000,فيراني,0,خصوصي,1,0,1,1600,0,7,1,1,1,1,0,1,0,1,1,1,1,0
Kia,2015,83000,سكني,1,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,1
Peugeot,1987,15000,أبيض,1,خصوصي,1,0,1,1400,3,5,1,2,0,0,0,0,0,0,0,0,1,0
Chevrolet,2010,27000,أزرق سماوي,1,تأجير,1,2,1,1600,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2016,61000,أبيض عاجي,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,0,1,0,1,1,1,0
Subaru,1998,35000,أخضر,1,تدريب سياقة,1,0,1,1600,0,5,1,6,0,0,0,0,0,0,0,0,1,1
Hyundai,2018,74900,فيراني,0,خصوصي,1,2,1,1600,3,5,1,0,1,1,0,1,0,1,1,1,1,1
Subaru,1984,10000,سكني,1,خصوصي,1,0,0,1600,3,5,0,9,0,0,0,0,0,1,0,0,1,1
Peugeot,2015,62000,فيراني,0,خصوصي,1,0,1,1600,2,5,0,1,1,1,0,1,1,0,1,0,1,0
Opel,1984,15000,أبيض,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2013,73000,رصاصي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2016,105000,عدة الوان,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2005,36000,فضي,1,خصوصي,1,2,1,1600,0,5,0,5,1,1,1,1,0,1,0,1,1,0
Hyundai,2017,115000,فضي,0,خصوصي,1,2,1,2000,3,7,1,0,1,1,1,1,0,1,1,1,1,0
Opel,2007,31000,ذهبي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Ford,2013,38000,أزرق,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,0,1,0,0,1,1,1,1
Seat,2018,75000,فيراني,1,خصوصي,1,0,1,1200,3,5,1,0,1,1,1,1,0,1,0,1,1,0
Skoda,2017,138000,رمادي,1,خصوصي,1,2,1,1800,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Hyundai,2008,60000,سكني,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,1
Volkswagen,2016,120000,رمادي,0,خصوصي,1,2,1,2000,3,8,0,1,1,1,1,1,1,1,1,1,1,1
Hyundai,2007,30000,فضي,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Kia,2016,60000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2002,41000,سكني,1,خصوصي,1,2,1,1600,0,5,1,5,1,0,1,1,0,1,0,0,1,0
Mercedes,2013,120000,زيتي,1,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Hyundai,2015,57000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Skoda,2006,45000,أسود,0,عمومي,1,0,1,1900,3,5,0,2,1,1,0,1,0,1,1,1,1,1
Volkswagen,2005,34000,أبيض,0,عمومي,1,0,1,1900,3,5,0,6,1,1,0,1,0,1,0,0,1,0
Hyundai,2006,48000,أزرق,0,خصوصي,1,2,1,1600,2,5,0,2,0,1,0,1,1,1,1,0,1,1
BMW,2005,50000,بترولي,1,خصوصي,1,2,1,1900,3,5,0,2,0,1,1,1,1,1,1,1,1,0
Hyundai,2010,67000,أبيض,0,خصوصي,1,1,1,2000,4,5,0,2,1,1,1,1,1,1,1,1,1,1
BMW,1992,40000,أسود,1,خصوصي,1,0,1,2000,3,5,1,9,1,1,1,1,1,1,1,1,1,1
Skoda,2013,50000,أصفر,0,عمومي,1,0,1,1600,1,5,0,1,1,1,0,1,1,1,1,1,1,0
Volkswagen,2017,105000,فيراني,1,خصوصي,1,2,1,1400,4,5,0,1,1,0,1,1,1,1,1,1,1,1
Seat,2015,75000,أزرق,1,خصوصي,1,2,1,1200,3,5,0,1,1,1,1,1,0,1,0,1,1,1
Peugeot,2011,33000,رمادي,1,خصوصي,1,2,1,1600,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2014,62000,أزرق,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Seat,2008,65000,أحمر,1,خصوصي,1,0,1,2000,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Volkswagen,2011,48000,أحمر,1,خصوصي,1,2,1,1400,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Mercedes,2001,25000,أبيض,0,عمومي,1,0,1,2200,3,9,0,2,1,1,0,1,0,1,1,1,1,1
Kia,2018,48000,بيج,1,خصوصي,1,2,1,1100,4,5,0,0,1,1,1,0,0,1,1,1,1,0
BMW,2002,48000,رصاصي,1,خصوصي,1,2,1,2500,2,5,1,0,1,1,1,1,1,1,1,1,1,0
Opel,2008,32000,أحمر,1,خصوصي,1,0,1,1400,2,5,0,2,1,1,1,1,1,1,0,1,1,0
Skoda,2013,45000,أبيض عاجي,1,خصوصي,1,1,1,1000,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Volkswagen,1997,24000,أخضر,1,خصوصي,1,0,1,1600,2,5,1,2,1,1,0,1,0,1,0,1,1,1
Volkswagen,2016,93000,فيراني,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Peugeot,2011,32000,خمري,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,0,1,0,0,0,0,1,0
Kia,2018,64000,أبيض,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Kia,2015,55000,أحمر,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2009,32000,سكني,1,حكومي,1,0,1,1400,4,5,1,0,1,1,1,1,0,0,0,1,1,1
Kia,2016,93000,رصاصي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Ford,2013,90000,فيراني,0,خصوصي,1,2,1,2000,2,5,1,2,1,1,1,1,1,1,1,1,1,0
Seat,2015,65000,خمري,1,خصوصي,1,2,1,1200,3,5,0,4,1,1,1,1,1,1,0,1,1,0
Volkswagen,2017,58000,أزرق سماوي,1,خصوصي,1,0,1,1200,3,5,1,0,1,1,1,1,0,1,0,0,1,1
Seat,2016,66500,فضي,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,0,0,1,0,0,1,1
Kia,2016,95000,بترولي,0,خصوصي,1,2,1,1700,3,6,0,1,1,1,1,1,0,1,1,1,1,0
Volkswagen,2010,66000,أحمر,1,خصوصي,1,0,1,1600,3,5,0,5,1,1,1,1,0,1,0,1,1,0
Hyundai,2006,35000,سكني,1,خصوصي,1,0,1,1600,3,5,1,4,1,1,1,1,0,1,1,1,1,0
Chevrolet,2006,25500,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,0,3,1,1,0,0,0,1,0,1,1,0
Mercedes,1984,23000,كحلي,0,خصوصي,1,0,0,3000,4,5,1,7,0,0,0,1,0,1,1,0,1,0
Seat,2017,57000,فيراني,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Honda,2008,45000,ذهبي,1,خصوصي,1,2,1,1800,2,5,0,3,1,1,1,1,1,1,1,1,1,1
Volkswagen,2011,65000,رمادي,0,خصوصي,1,2,1,2000,4,5,1,2,1,1,1,1,0,1,1,1,1,1
Honda,2008,35000,أزرق,1,خصوصي,1,2,1,1800,2,5,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2015,99000,سكني,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2008,65000,فيراني,0,خصوصي,1,0,1,1900,3,7,0,2,1,1,1,1,0,1,1,1,1,1
Kia,2019,58000,أبيض,1,خصوصي,1,2,1,1250,4,5,0,1,1,1,1,1,0,0,1,1,1,0
Kia,2009,33000,أسود,1,خصوصي,1,2,1,2000,2,5,0,3,1,1,1,1,0,1,1,1,1,0
Kia,2018,120000,عدة الوان,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,0,1,1,1,1,1
Ford,2018,82000,عدة الوان,0,خصوصي,1,0,1,1500,4,5,0,1,1,1,1,1,0,0,1,1,1,1
Peugeot,2007,25000,أزرق,1,خصوصي,1,1,1,1600,4,5,1,4,0,0,0,0,0,0,0,0,1,0
Subaru,1983,9000,أبيض عاجي,1,خصوصي,1,0,0,1600,3,5,0,5,0,0,0,1,0,1,0,0,1,1
Volkswagen,2018,68000,أبيض,1,خصوصي,1,2,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Hyundai,2007,35500,أبيض عاجي,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Opel,2017,55000,بترولي,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,0,0,0,1,0,1,1,0
Hyundai,2012,45000,سكني,1,خصوصي,1,0,1,1600,3,5,0,3,1,1,1,1,1,1,0,1,1,0
Hyundai,2006,37000,فضي,1,خصوصي,1,2,1,1400,3,5,0,5,1,1,1,1,0,1,0,1,1,0
Mercedes,2000,45000,أبيض عاجي,0,عمومي,1,0,1,2500,3,11,1,3,1,1,1,1,0,0,1,1,1,1
Kia,2014,51000,فضي,1,خصوصي,1,1,1,1400,3,5,1,2,0,1,1,1,0,1,1,1,1,1
Skoda,2015,58000,أبيض,1,خصوصي,1,2,1,1200,3,5,0,2,1,1,1,1,0,1,0,1,1,1
Mercedes,2003,67000,سكني,0,خصوصي,1,2,1,2700,1,5,1,7,1,1,0,0,1,0,1,0,1,1
Skoda,2011,42000,زيتي,1,تأجير,1,2,1,1800,2,5,0,1,1,1,1,1,0,0,1,1,1,0
Hyundai,2013,66999,فيراني,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Peugeot,2003,23000,أزرق,1,خصوصي,1,0,1,1400,3,5,0,3,1,1,1,1,0,1,0,1,1,1
Kia,2016,38000,سكني,1,خصوصي,1,2,1,1000,4,5,0,2,1,0,1,1,0,0,0,0,1,0
Opel,2014,42000,أسود ميتالك,1,خصوصي,1,0,1,1400,3,5,0,1,1,1,0,1,0,0,1,1,1,0
Volkswagen,2015,140000,عدة الوان,1,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,0,1,1,0
Hyundai,2018,95500,سكني,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,0,1,1,1,1,0
